Country,CancerSiteICD10Code,CancerSite,Sex,SexQF,Year,DeathsAgeUnder5,DeathsAge5To9,DeathsAge10To14,DeathsAge15To19,DeathsAge20To24,DeathsAge25To29,DeathsAge30To34,DeathsAge35To39,DeathsAge40To44,DeathsAge45To49,DeathsAge50To54,DeathsAge55To59,DeathsAge60To64,DeathsAge65To69,DeathsAge70To74,DeathsAge75To79,DeathsAge80To84,DeathsAge85To89,DeathsAge90AndOver,DeathsAllAges,MortalityRateAgeUnder5,MortalityRateAge5To9,MortalityRateAge10To14,MortalityRateAge15To19,MortalityRateAge20To24,MortalityRateAge25To29,MortalityRateAge30To34,MortalityRateAge35To39,MortalityRateAge40To44,MortalityRateAge45To49,MortalityRateAge50To54,MortalityRateAge55To59,MortalityRateAge60To64,MortalityRateAge65To69,MortalityRateAge70To74,MortalityRateAge75To79,MortalityRateAge80To84,MortalityRateAge85To89,MortalityRateAge90AndOver,CrudeRate,CrudeRateLower95pcConfidenceInterval,CrudeRateUpper95pcConfidenceInterval,EASR,EASRLower95pcConfidenceInterval,EASRLower95pcConfidenceIntervalQF,EASRUpper95pcConfidenceInterval,EASRUpper95pcConfidenceIntervalQF,WASR,WASRLower95pcConfidenceInterval,WASRLower95pcConfidenceIntervalQF,WASRUpper95pcConfidenceInterval,WASRUpper95pcConfidenceIntervalQF,StandardisedMortalityRatio,StandardisedMortalityRatioQF
S92000003,"C00-C14, C30-C32",Head and neck,Female, ,1997,0,0,0,0,0,0,0,0,0,4,9,12,13,18,15,26,14,9,7,127,0,0,0,0,0,0,0,0,0,2.334362398,5.592910675,8.50165428,9.553835865,13.74371034,12.75770565,26.75695424,20.56253213,21.36650681,34.70500744,4.808751777,4.008839692,5.721502279,5.326425296,4.437641833, ,6.295131089, ,2.308201916,1.879921644, ,2.779774826, ,100, 
S92000003,"C00-C14, C30-C32",Head and neck,Female, ,1998,0,0,0,1,0,0,0,0,2,4,8,11,13,19,20,17,11,7,6,119,0,0,0,0.636642602,0,0,0,0,1.108057796,2.375466185,4.803621931,7.706589134,9.496468044,14.54255995,17.10249525,16.91542289,16.83810923,16.46090535,28.72737719,4.51085809,3.736871912,5.397914235,4.972554492,4.117363282, ,5.907241028, ,2.32879001,1.886209564, ,2.817315067, ,100, 
S92000003,"C00-C14, C30-C32",Head and neck,Female, ,1999,0,0,0,0,0,1,0,0,1,2,6,10,16,17,13,12,15,8,6,107,0,0,0,0,0,0.564751594,0,0,0.540438295,1.192079822,3.520403673,6.920798383,11.62115049,13.10040303,11.15200178,11.59857338,23.88725217,18.79610921,27.81512215,4.060081619,3.327334867,4.906193039,4.4480499,3.643441329, ,5.331734045, ,2.027451651,1.621613827, ,2.477931116, ,100, 
S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2000,0,0,0,0,0,0,0,0,1,3,4,14,18,11,16,13,15,5,6,106,0,0,0,0,0,0,0,0,0.527345501,1.780764185,2.295104542,9.640478994,13.052369,8.511955428,13.68480473,12.95517509,22.67882252,11.71810917,26.8432355,4.028864917,3.298504484,4.87279606,4.413777615,3.612009112, ,5.294709288, ,2.017544405,1.614012056, ,2.465425179, ,100, 
S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2001,0,0,0,0,0,0,0,0,1,3,3,7,15,15,13,11,10,7,4,89,0,0,0,0,0,0,0,0,0.514588586,1.754560395,1.695442087,4.724653919,10.9545823,11.60909844,11.11700217,11.06394963,14.46006131,16.38269987,17.37770441,3.383429634,2.717171823,4.163601307,3.6598264,2.937352845, ,4.46054362, ,1.685298571,1.320133189, ,2.094377165, ,100, 
S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2002,0,0,0,0,0,2,0,0,0,4,5,13,13,11,18,10,17,10,6,109,0,0,0,0,0,1.301312374,0,0,0,2.279877799,2.940605647,8.186810419,9.486627504,8.540836847,15.26976586,10.1934721,22.90981618,23.97621559,28.34065467,4.14392419,3.402592954,4.998805925,4.4016213,3.610966359, ,5.269381563, ,2.000198168,1.595076298, ,2.450474233, ,100, 
S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2003,0,0,0,0,1,0,0,0,2,2,7,10,13,16,18,18,14,6,6,113,0,0,0,0,0.608731647,0,0,0,0.991925725,1.111673124,4.179129428,6.08191118,9.365386971,12.33226197,15.25488368,18.44262295,18.35897032,14.97155405,28.15447422,4.29593274,3.540456603,5.164895965,4.577378144,3.769384663, ,5.462663878, ,2.050790038,1.650699297, ,2.493644158, ,100, 
S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2004,0,0,0,0,0,1,0,0,0,4,4,14,11,5,18,14,21,7,6,105,0,0,0,0,0,0.668775539,0,0,0,2.164267936,2.392072671,8.29408454,7.805238024,3.826286589,15.30273919,14.33662393,26.84735362,18.04867987,27.55959763,3.980745324,3.25585529,4.818934922,4.133057845,3.376445855, ,4.965017421, ,1.752721479,1.389670708, ,2.157269259, ,100, 
S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2005,0,0,0,0,0,0,0,1,0,1,7,15,12,8,8,19,10,11,8,100,0,0,0,0,0,0,0,0.495044604,0,0.527877195,4.159165315,8.673879479,8.454574277,6.105006105,6.80793124,19.3024697,13.20829481,26.20919705,36.16800036,3.775126297,3.07159343,4.591565076,3.967118736,3.225166025, ,4.784733891, ,1.681078069,1.331335871, ,2.070993879, ,100, 
S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2006,0,0,0,0,0,0,0,0,2,1,7,8,17,16,10,20,9,11,6,107,0,0,0,0,0,0,0,0,0.952340138,0.515918671,4.096513867,4.552205259,11.74341333,12.29728691,8.503979863,20.27739476,12.07032979,24.50106914,26.80126859,4.025611921,3.299086118,4.864539938,4.23996476,3.471859944, ,5.083681348, ,1.873201826,1.499597733, ,2.287735607, ,100, 
S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2007,0,0,0,0,0,0,1,0,2,2,8,14,11,18,14,21,13,8,4,116,0,0,0,0,0,0,0.627990806,0,0.949252938,1.010866818,4.560821404,8.281230591,7.073272675,13.806222,11.89484953,21.01134613,17.58895955,17.13502399,18.12497168,4.338975747,3.585379616,5.204188102,4.53249923,3.74240504, ,5.397135599, ,2.034913587,1.647156226, ,2.463043446, ,100, 
S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2008,0,0,0,0,0,0,0,0,0,0,4,11,16,11,10,19,16,12,5,104,0,0,0,0,0,0,0,0,0,0,2.22565963,6.606130489,9.9261125,8.320789113,8.413613226,18.91450643,21.65146553,25.0151133,22.98216584,3.869629215,3.16176748,4.688703473,3.962000722,3.233757079, ,4.763093153, ,1.609775028,1.281875671, ,1.974454753, ,100, 
S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2009,0,0,0,0,0,0,0,2,1,3,8,5,13,11,19,12,14,18,7,113,0,0,0,0,0,0,0,1.085729176,0.481486831,1.458009331,4.34018359,3.015172347,7.862205772,8.20546484,15.85195939,11.93578547,18.8189749,36.6733222,32.18834782,4.185293693,3.449274369,5.031877316,4.247084812,3.495311003, ,5.070993359, ,1.786755071,1.435351929, ,2.176057386, ,100, 
S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2010,0,0,0,0,0,0,0,1,2,2,4,13,11,13,9,24,17,8,10,114,0,0,0,0,0,0,0,0.560821042,0.978770469,0.955132644,2.123288762,7.791289339,6.507412534,9.622003301,7.483785132,23.7334731,22.52192576,16.75638313,41.19634176,4.200474654,3.46487361,5.046053178,4.299235134,3.543545385, ,5.126877176, ,1.741046617,1.399404679, ,2.119442281, ,100, 
S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2011,0,0,0,0,0,0,0,1,2,1,6,10,17,23,18,17,17,13,8,133,0,0,0,0,0,0,0,0.582641932,0.986237062,0.474921757,3.114941335,5.911423234,9.893211511,16.66690822,15.03721711,16.70663155,22.30561314,27.35805379,30.63138952,4.872508792,4.079649789,5.77447369,4.950078247,4.141440769, ,5.829760685, ,2.132501705,1.750370348, ,2.551799944, ,100, 
S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2012,0,0,0,0,0,1,0,0,0,3,6,11,18,19,21,19,19,12,2,131,0,0,0,0,0,0.566755269,0,0,0,1.423642912,3.05404126,6.355185543,10.91994467,12.80366589,17.51255066,18.59245342,24.4489339,25.2652855,7.390709878,4.787469256,4.002792807,5.681007008,4.803363971,4.013092355, ,5.663609403, ,2.110884359,1.729713856, ,2.529443846, ,100, 
S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2013,0,0,0,0,0,0,2,1,1,4,2,18,14,28,19,14,12,14,10,139,0,0,0,0,0,0,1.151417107,0.625516051,0.518317335,1.90685036,0.997133242,10.16621766,8.625894937,18.20759257,15.63425713,13.55105359,15.37101795,29.43340692,36.53101483,5.071104917,4.263142615,5.987652746,5.052806437,4.245293857, ,5.929585437, ,2.285076001,1.88557713, ,2.722388507, ,100, 
S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2014,0,0,0,0,0,0,1,1,2,3,8,11,15,8,20,16,16,18,11,130,0,0,0,0,0,0,0.568850864,0.624282076,1.077539761,1.443556924,3.91742077,6.057001894,9.276609956,5.065246709,16.20115352,15.31804082,20.29915885,37.30569948,38.50866445,4.725434104,3.948087788,5.611069274,4.63519198,3.869727867, ,5.46871176, ,1.951491179,1.588437797, ,2.351351795, ,100, 
S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2015,0,0,0,0,0,0,0,0,1,4,13,7,11,19,22,20,19,13,9,138,0,0,0,0,0,0,0,0,0.556591434,1.958355569,6.247867315,3.768526345,6.758791037,11.76703743,17.68431883,19.0719585,23.95330366,26.59248046,31.72141548,4.995419056,4.196764188,5.901824515,4.873093971,4.091087443, ,5.722481361, ,2.043946561,1.681129426, ,2.441685826, ,100, 
S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2016,0,0,1,0,0,0,0,1,1,3,6,5,15,19,23,26,19,16,12,147,0,0,0.746285365,0,0,0,0,0.600654714,0.579008621,1.479078436,2.867219084,2.630416027,9.082872125,11.58134063,18.08887141,24.92068513,23.6857524,32.19898976,41.3080895,5.293106683,4.472046885,6.221257141,5.170266586,4.364949458, ,6.042753414, ,2.093234027,1.71795497, ,2.505033338, ,100, 
S92000003,"C00-C14, C30-C32",Head and neck,Female, ,2017,0,0,0,0,0,0,1,1,2,2,12,13,15,22,18,23,13,7,15,144,0,0,0,0,0,0,0.553740517,0.578613295,1.208021261,1.00195381,5.723252143,6.691407718,8.871907401,13.95115826,13.12173324,21.97781197,16.07736925,13.82606806,51.12997239,5.171485006,4.361336728,6.088472363,5.022215736,4.233500878, ,5.877307226, ,2.227927786,1.841284394, ,2.650871895, ,100, 
S92000003,C32,Larynx,All,d,1992,0,0,0,0,0,0,0,0,3,4,4,10,10,21,21,12,13,2,1,101,0,0,0,0,0,0,0,0,0.878117316,1.242320904,1.424973371,3.687723568,3.780789807,8.652158508,10.35860504,7.926547328,12.44412111,3.860035126,4.835823783,1.985991875,1.617623,2.41316016,2.80391807,2.237037504, ,3.433853297, ,1.222467612,0.984648862, ,1.485625173, ,100, 
S92000003,C32,Larynx,All,d,1993,0,0,0,0,0,0,0,0,3,4,6,8,14,14,29,13,8,2,0,101,0,0,0,0,0,0,0,0,0.893455439,1.196415539,2.113971236,2.927946887,5.327224782,5.799238643,13.81682699,9.019822795,7.599794806,3.774724445,0,1.983324366,1.615450269,2.409918894,2.772550153,2.244936217, ,3.355016264, ,1.267468457,1.023527358, ,1.53709167, ,100, 
S92000003,C32,Larynx,All,d,1994,0,0,0,0,0,0,0,0,1,7,2,14,13,21,18,13,11,5,2,107,0,0,0,0,0,0,0,0,0.298823234,2.042227428,0.694437211,5.092668376,4.983000303,8.736022364,8.307947937,9.420631182,10.4169626,9.229519696,8.896005693,2.097130459,1.718649021,2.534167494,3.065692537,2.445486589, ,3.754934552, ,1.307193924,1.061358939, ,1.578253208, ,100, 
S92000003,C32,Larynx,All,d,1995,0,0,0,0,0,0,0,0,2,2,11,11,18,18,19,17,12,4,1,115,0,0,0,0,0,0,0,0,0.595727443,0.570235964,3.791822074,3.992204314,6.933957903,7.489296547,9.008112042,11.72300605,11.29358618,7.152180521,4.242501379,2.253271652,1.860306842,2.704711368,3.269357529,2.663577009, ,3.93627861, ,1.438869038,1.177920211, ,1.725536876, ,100, 
S92000003,C32,Larynx,All,d,1996,0,0,0,0,0,0,0,0,0,4,9,12,13,19,13,10,7,10,2,99,0,0,0,0,0,0,0,0,0,1.126211733,3.034318138,4.395620497,5.024873122,7.943010986,6.234174787,6.61231345,6.668254346,17.63046544,8.211528987,1.944153694,1.580112189,2.366937364,2.810129468,2.244581179, ,3.438263205, ,1.246199384,1.003767287, ,1.514461434, ,100, 
S92000003,C32,Larynx,All,d,1997,0,0,0,0,0,0,0,0,1,2,6,10,10,13,17,15,8,8,1,91,0,0,0,0,0,0,0,0,0.287842677,0.587981079,1.885535429,3.66016134,3.87500775,5.418721265,8.250584821,9.469338283,7.843675546,13.87323333,3.998880314,1.790161587,1.441326441,2.197921739,2.620601149,2.077671019, ,3.2256019, ,1.074479839,0.856606302, ,1.316668054, ,100, 
S92000003,C32,Larynx,All,d,1998,0,0,0,0,0,0,0,0,3,7,9,21,19,26,19,13,4,2,5,128,0,0,0,0,0,0,0,0,0.844834821,2.094566694,2.726545648,7.596585154,7.293638028,10.84395137,9.235899455,7.902591442,4.089394156,3.407677497,19.16663472,2.521139161,2.103326009,2.997642704,3.519700737,2.876152347, ,4.227251296, ,1.671079092,1.386268044, ,1.982103767, ,100, 
S92000003,C32,Larynx,All,d,1999,0,0,0,0,0,0,0,1,0,3,9,12,15,17,19,17,9,5,2,109,0,0,0,0,0,0,0,0.250572558,0,0.90207658,2.662745527,4.273945671,5.717117048,7.121641832,9.236258635,9.990362239,9.538748516,8.468691248,7.381435689,2.149074813,1.764614043,2.592423852,2.784202265,2.274535066, ,3.344622939, ,1.262705357,1.024973798, ,1.524859835, ,100, 
S92000003,C32,Larynx,All,d,2000,0,0,0,0,0,0,0,0,0,0,8,14,21,21,24,12,6,5,1,112,0,0,0,0,0,0,0,0,0,0,2.313054591,4.947118833,7.977632239,8.799939658,11.61811264,7.221215932,5.974013043,8.422471153,3.53406842,2.212153413,1.821480277,2.661795386,2.946500582,2.405349571, ,3.541736528, ,1.365335283,1.116587356, ,1.638724105, ,100, 
S92000003,C32,Larynx,All,d,2001,0,0,0,0,0,0,0,0,1,6,10,13,16,13,17,18,15,6,3,118,0,0,0,0,0,0,0,0,0.263930238,1.774056202,2.849952833,4.480626461,6.117353786,5.428790966,8.205504445,10.86851512,14.1337429,10.09947988,10.20929045,2.33008175,1.928670253,2.790401736,3.248700814,2.654083038, ,3.902522776, ,1.365430925,1.118944043, ,1.636087539, ,100, 
S92000003,C32,Larynx,All,d,2002,0,0,0,0,0,0,0,0,1,4,8,21,17,23,16,13,14,4,1,122,0,0,0,0,0,0,0,0,0.258947276,1.155431539,2.37379567,6.731912793,6.484070165,9.599372285,7.647817982,7.908216028,12.24332739,6.825822085,3.744336691,2.408211607,1.999874188,2.875408011,3.157656911,2.599711713, ,3.769033968, ,1.454408563,1.198522118, ,1.73468457, ,100, 
S92000003,C32,Larynx,All,d,2003,0,0,0,0,0,0,0,0,0,2,6,8,13,19,15,18,12,5,5,103,0,0,0,0,0,0,0,0,0,0.565559678,1.809730923,2.469189149,4.896218989,7.844108662,7.135551697,10.93699682,10.1759593,8.862733976,18.4168846,2.032159416,1.65871438,2.464584304,2.714624124,2.182722825, ,3.303652287, ,1.092502569,0.880141998, ,1.327468839, ,100, 
S92000003,C32,Larynx,All,d,2004,0,0,0,0,0,0,0,0,1,4,3,6,18,11,21,18,13,3,2,100,0,0,0,0,0,0,0,0,0.250554979,1.104712982,0.908023294,1.802906285,6.651688051,4.495888306,9.97662619,10.87646152,10.67551366,5.45553737,7.192174914,1.966839093,1.600298787,2.392203328,2.567687721,2.058794677, ,3.131938641, ,1.066144932,0.85561861, ,1.299479064, ,100, 
S92000003,C32,Larynx,All,d,2005,0,0,0,0,0,0,0,0,0,4,4,14,12,13,18,16,11,10,4,106,0,0,0,0,0,0,0,0,0,1.078547951,1.205320284,4.102107311,4.388467108,5.28803521,8.508063754,9.563829596,9.244707405,16.64752202,14.02180391,2.074282807,1.698252804,2.508785302,2.834347345,2.276331986, ,3.452614269, ,1.108533325,0.897513704, ,1.341499096, ,100, 
S92000003,C32,Larynx,All,d,2006,0,0,0,0,0,0,1,0,0,0,2,12,16,16,18,14,8,4,6,97,0,0,0,0,0,0,0.310764574,0,0,0,0.594187656,3.464343247,5.702798648,6.54860085,8.459521191,8.302741684,6.769277633,6.165988408,20.68751508,1.889696285,1.532416387,2.305269212,2.56973684,2.030321893, ,3.171736631, ,1.014950589,0.813593086, ,1.238237001, ,100, 
S92000003,C32,Larynx,All,d,2007,0,0,0,0,0,0,1,0,0,1,6,9,16,13,8,9,5,3,1,72,0,0,0,0,0,0,0.320924262,0,0,0.258361882,1.738873384,2.702548503,5.285080548,5.293461354,3.740572588,5.244510745,4.228294052,4.416831071,3.476205374,1.392649903,1.089662779,1.75381207,1.713860119,1.325267332, ,2.1516527, ,0.815832701,0.632049988, ,1.022713333, ,100, 
S92000003,C32,Larynx,All,d,2008,0,0,0,0,0,0,0,0,1,4,4,13,11,19,24,19,11,6,2,114,0,0,0,0,0,0,0,0,0.245237488,1.012158555,1.13402471,3.967285156,3.49235175,7.618192243,11.06521098,10.94804289,9.226949403,8.545912917,7.023705004,2.191085741,1.807375544,2.632163286,2.751672471,2.246740979, ,3.307020596, ,1.151907316,0.94052412, ,1.384398001, ,100, 
S92000003,C32,Larynx,All,d,2009,0,0,0,0,0,0,0,1,1,1,8,11,14,18,16,9,9,8,6,102,0,0,0,0,0,0,0,0.279733582,0.24753762,0.249019486,2.215409837,3.373819163,4.330249577,7.086502575,7.283984339,5.149389511,7.448173129,11.01791789,20.92706916,1.949578547,1.589648315,2.366655338,2.4404796,1.959514526, ,2.973436305, ,1.041542942,0.839757552, ,1.264729103, ,100, 
S92000003,C32,Larynx,All,d,2010,0,0,0,0,0,0,0,0,0,0,2,6,10,16,23,19,11,5,2,94,0,0,0,0,0,0,0,0,0,0,0.541846831,1.833359815,3.018284769,6.226020094,10.40281509,10.72840203,8.933139511,6.983045166,6.191375414,1.786325111,1.443532523,2.186009535,2.152236757,1.728900325, ,2.621236178, ,0.840537359,0.670105389, ,1.029989034, ,100, 
S92000003,C32,Larynx,All,d,2011,0,0,0,0,0,0,0,1,1,4,8,10,13,11,10,17,12,9,7,103,0,0,0,0,0,0,0,0.297529612,0.254023736,0.973783319,2.12023312,3.012737856,3.8637235,4.16015854,4.537884529,9.489572634,9.569683243,12.52173913,19.90389263,1.943432895,1.586292918,2.356977593,2.401318711,1.931441093, ,2.92158574, ,0.95307289,0.766160503, ,1.160080341, ,100, 
S92000003,C32,Larynx,All,d,2012,0,0,0,0,0,0,0,0,0,0,2,4,11,14,23,16,13,7,3,93,0,0,0,0,0,0,0,0,0,0,0.519876165,1.178911629,3.409552326,4.899473307,10.38173176,8.859406752,10.10674275,9.67893587,8.128979813,1.750225836,1.412658136,2.144144893,2.104162404,1.687431172, ,2.566190173, ,0.792192688,0.630727986, ,0.971781512, ,100, 
S92000003,C32,Larynx,All,d,2013,0,0,0,0,0,0,0,0,0,1,0,13,16,21,19,16,10,11,3,110,0,0,0,0,0,0,0,0,0,0.245208022,0,3.752648504,5.042403462,7.061624443,8.447447982,8.717303302,7.67312488,15.06065336,7.959671,2.064680819,1.696916532,2.488498734,2.424058271,1.979072597, ,2.91349399, ,0.986517517,0.802134933, ,1.189689524, ,100, 
S92000003,C32,Larynx,All,d,2014,0,0,0,0,0,0,1,0,0,3,5,4,7,22,22,13,16,10,5,108,0,0,0,0,0,0,0.290966649,0,0,0.743166583,1.254280231,1.12786301,2.216522593,7.199494726,9.580421103,6.973725149,12.08066867,13.3638028,12.64158576,2.019597576,1.656715037,2.438340756,2.352701155,1.918565951, ,2.830452723, ,0.916080513,0.740954129, ,1.109506394, ,100, 
S92000003,C32,Larynx,All,d,2015,0,0,0,0,0,0,0,0,0,1,6,14,14,18,22,23,18,9,2,127,0,0,0,0,0,0,0,0,0,0.252641365,1.480410468,3.858662698,4.416431649,5.751625633,9.469452407,12.26215419,13.39873903,11.84023575,5.025757005,2.363670203,1.97048535,2.812319096,2.669924271,2.219080554, ,3.161841773, ,1.073969573,0.884742821, ,1.281261215, ,100, 
S92000003,C32,Larynx,All,d,2016,0,0,0,0,0,0,0,1,1,4,3,7,10,20,22,16,16,8,3,111,0,0,0,0,0,0,0,0.30510781,0.296175194,1.019755208,0.737660779,1.887703231,3.109916903,6.298736473,9.204289199,8.563201781,11.72865751,10.25930391,7.30513551,2.053768017,1.689517048,2.47326646,2.349679488,1.924499977, ,2.816660744, ,0.949525059,0.770013837, ,1.147563277, ,100, 
S92000003,C32,Larynx,All,d,2017,0,0,0,0,0,0,0,0,0,1,4,10,18,22,22,18,15,8,6,124,0,0,0,0,0,0,0,0,0,0.259693043,0.982682675,2.639316312,5.470941701,7.211554221,8.47686202,9.561143513,10.87799961,9.988637924,14.37986818,2.285798555,1.901208976,2.725341286,2.575817359,2.131858272, ,3.061143966, ,1.034365187,0.850494959, ,1.235961282, ,100, 
S92000003,C32,Larynx,Male, ,1992,0,0,0,0,0,0,0,0,2,3,3,8,8,16,15,9,9,1,1,75,0,0,0,0,0,0,0,0,1.179871394,1.878675158,2.194827523,6.143685443,6.465586914,14.58244092,17.73154442,15.83559137,26.73082064,7.673419276,26.99784017,3.067143451,2.412502891,3.844690875,4.530396287,3.476868937, ,5.721220677, ,1.94149063,1.514535334, ,2.42065817, ,100, 
S92000003,C32,Larynx,Male, ,1993,0,0,0,0,0,0,0,0,3,4,6,7,11,12,23,9,8,2,0,85,0,0,0,0,0,0,0,0,1.800428502,2.407839927,4.337203082,5.32448961,8.931471257,10.97323445,26.15270908,16.68984701,23.29712572,14.82030382,0,3.471628018,2.773013157,4.292721806,4.863653035,3.862007988, ,5.97904773, ,2.232599063,1.77001441, ,2.748074334, ,100, 
S92000003,C32,Larynx,Male, ,1994,0,0,0,0,0,0,0,0,1,6,2,8,9,14,13,10,7,4,2,76,0,0,0,0,0,0,0,0,0.602054209,3.521974184,1.419587468,6.044167756,7.349218533,12.85217248,14.21479651,19.32890057,20.23940323,28.68000287,48.52013586,3.097815144,2.440725992,3.877377592,4.834028943,3.68456702, ,6.137161538, ,1.984533872,1.552389465, ,2.468938788, ,100, 
S92000003,C32,Larynx,Male, ,1995,0,0,0,0,0,0,0,0,2,2,9,10,13,14,15,14,10,4,1,94,0,0,0,0,0,0,0,0,1.202739841,1.146414303,6.321956154,7.525247204,10.6399522,12.84934147,16.7117885,25.45454545,28.48191398,27.39163186,22.6039783,3.831491025,3.096234761,4.688774658,5.643963056,4.494984744, ,6.921738682, ,2.431718303,1.950174225, ,2.965596887, ,100, 
S92000003,C32,Larynx,Male, ,1996,0,0,0,0,0,0,0,0,0,2,9,9,10,13,9,7,5,9,1,74,0,0,0,0,0,0,0,0,0,1.133362801,6.156329733,6.83516617,8.197527626,11.98686977,10.07545396,12.07750306,14.39221669,59.80066445,21.62162162,3.02408644,2.374558289,3.796463597,4.565598194,3.514226524, ,5.752461717, ,1.985106899,1.548802449, ,2.47473331, ,100, 
S92000003,C32,Larynx,Male, ,1997,0,0,0,0,0,0,0,0,1,2,4,9,7,8,14,12,8,6,1,72,0,0,0,0,0,0,0,0,0.582869466,1.18487624,2.543008634,6.814929238,5.73803415,7.34349183,15.8245733,19.59663591,23.59325233,38.60258637,20.67397147,2.948014226,2.30663957,3.712536023,4.443601224,3.419556258, ,5.599729299, ,1.757799548,1.362946154, ,2.202117655, ,100, 
S92000003,C32,Larynx,Male, ,1998,0,0,0,0,0,0,0,0,2,4,9,17,14,22,14,10,4,2,4,102,0,0,0,0,0,0,0,0,1.145455691,2.412399735,5.503005252,12.71455817,11.32612776,20.16239896,15.7698503,15.62426761,12.31299637,12.37164419,76.90828687,4.182057252,3.4099679,5.076732165,5.925151797,4.712448999, ,7.274614625, ,2.728729084,2.214297892, ,3.296088063, ,100, 
S92000003,C32,Larynx,Male, ,1999,0,0,0,0,0,0,0,1,0,2,7,10,13,13,14,13,5,3,0,81,0,0,0,0,0,0,0,0.515198351,0,1.213651148,4.177558158,7.337887716,10.42585612,11.93295515,15.70563159,19.48937829,15.84434515,18.20498817,0,3.324393042,2.640047937,4.131917012,4.406315301,3.480875228, ,5.439195839, ,2.037547948,1.605955522, ,2.519729305, ,100, 
S92000003,C32,Larynx,Male, ,2000,0,0,0,0,0,0,0,0,0,0,8,10,16,20,17,10,3,5,1,90,0,0,0,0,0,0,0,0,0,0,4.662575257,7.258368899,12.76629698,18.28019889,18.96136343,15.19041181,8.747885928,29.94729276,16.82368775,3.7007705,2.975856508,4.548875245,4.961391065,3.950738629, ,6.0854138, ,2.289901015,1.831919667, ,2.798211464, ,100, 
S92000003,C32,Larynx,Male, ,2001,0,0,0,0,0,0,0,0,1,5,10,9,11,12,14,13,14,5,3,97,0,0,0,0,0,0,0,0,0.541835087,2.989983555,5.749174993,6.338965622,8.826691916,10.88386014,15.5141844,19.63924223,37.8654694,29.97422217,47.11795194,3.985646741,3.232091013,4.862151022,5.618624639,4.490669446, ,6.871056227, ,2.302064282,1.849676693, ,2.803198504, ,100, 
S92000003,C32,Larynx,Male, ,2002,0,0,0,0,0,0,0,0,1,2,6,15,16,21,12,13,12,4,1,103,0,0,0,0,0,0,0,0,0.530808102,1.171351095,3.5932447,9.793999543,12.78506704,18.95204231,13.13916566,19.61257619,29.89238741,23.67844669,18.06358382,4.228862768,3.451734854,5.128725985,5.541338147,4.480783459, ,6.712855005, ,2.47334957,2.002824754, ,2.992774364, ,100, 
S92000003,C32,Larynx,Male, ,2003,0,0,0,0,0,0,0,0,0,2,6,7,9,12,12,13,9,4,2,76,0,0,0,0,0,0,0,0,0,1.151258037,3.657599883,4.386762006,7.103281716,10.66865815,13.01236174,19.40906851,21.59930882,24.47980416,34.25830764,3.117175019,2.455979372,3.901609363,4.311476373,3.33540119, ,5.410919047, ,1.72922062,1.347865253, ,2.157362368, ,100, 
S92000003,C32,Larynx,Male, ,2004,0,0,0,0,0,0,0,0,1,2,2,5,13,10,17,15,7,2,2,76,0,0,0,0,0,0,0,0,0.515878748,1.128254309,1.225723023,3.048761898,10.02490804,8.772468485,18.3059462,22.10987132,16.07200257,12.34110823,33.1290376,3.106347863,2.447448805,3.888057562,4.200938925,3.255394167, ,5.265205264, ,1.703548565,1.327888291, ,2.125291881, ,100, 
S92000003,C32,Larynx,Male, ,2005,0,0,0,0,0,0,0,0,0,3,2,11,8,11,15,11,9,7,4,81,0,0,0,0,0,0,0,0,0,1.653521173,1.222800335,6.53381248,6.083233847,9.582048468,15.94828503,15.97351301,20.79626591,38.67616995,62.42197253,3.290967878,2.613503532,4.090372586,4.678670708,3.633856953, ,5.853500791, ,1.759602429,1.384583451, ,2.178885545, ,100, 
S92000003,C32,Larynx,Male, ,2006,0,0,0,0,0,0,1,0,0,0,2,9,14,11,14,8,5,2,6,72,0,0,0,0,0,0,0.640413964,0,0,0,1.206876784,5.274045251,10.30912652,9.630790513,14.7080453,11.43069427,11.46315741,10.01201442,90.68923821,2.908951044,2.276075037,3.663342411,4.153443863,3.148744878, ,5.295130692, ,1.627224078,1.262134109, ,2.037988831, ,100, 
